dimension,case,grid_size,mode,mode_key,solver,cycle,mg_coarse,omega,nu,backend,dtype,omp_num_threads,iterations,residual_l2,error_l2,error_linf,time_ms,time_s,speedup,efficiency,tol,max_iter,repeat_runs,converged,source
2,sine,4095,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,4,3,7.801309e-10,2.451013e-08,4.902100e-08,7.841870e+02,7.841870e-01,1.722977e+00,4.307442e-01,1.000000e-09,150,10,true,wrapper
2,sine,4095,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,6,3,7.801309e-10,2.451013e-08,4.902100e-08,7.697080e+02,7.697080e-01,1.755388e+00,2.925646e-01,1.000000e-09,150,10,true,wrapper
2,sine,4095,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,8,3,7.801309e-10,2.451013e-08,4.902100e-08,7.725200e+02,7.725200e-01,1.748998e+00,2.186248e-01,1.000000e-09,150,10,true,wrapper
2,sine,4095,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,12,3,7.801309e-10,2.451013e-08,4.902100e-08,8.075410e+02,8.075410e-01,1.673148e+00,1.394290e-01,1.000000e-09,150,10,true,wrapper
2,sine,4095,MG W SOR,mg_w_sor,mg,w,sor,1.250000,3,omp,double,16,3,7.801309e-10,2.451013e-08,4.902100e-08,8.620940e+02,8.620940e-01,1.567272e+00,9.795452e-02,1.000000e-09,150,10,true,wrapper
2,sine,4095,SOR,sor,sor,,,,,omp,double,1,10000,8.710950e-03,1.754679e-06,3.510638e-06,4.258125e+05,4.258125e+02,1.000000e+00,1.000000e+00,1.000000e-09,10000,10,false,wrapper
2,sine,4095,SOR,sor,sor,,,,,omp,double,2,10000,8.710950e-03,1.754679e-06,3.510638e-06,2.407734e+05,2.407734e+02,1.768519e+00,8.842597e-01,1.000000e-09,10000,10,false,wrapper
2,sine,4095,SOR,sor,sor,,,,,omp,double,4,10000,8.710950e-03,1.754679e-06,3.510638e-06,1.649003e+05,1.649003e+02,2.582241e+00,6.455603e-01,1.000000e-09,10000,10,false,wrapper
2,sine,4095,SOR,sor,sor,,,,,omp,double,6,10000,8.710950e-03,1.754679e-06,3.510638e-06,1.484783e+05,1.484783e+02,2.867844e+00,4.779740e-01,1.000000e-09,10000,10,false,wrapper
2,sine,4095,SOR,sor,sor,,,,,omp,double,8,10000,8.710950e-03,1.754679e-06,3.510638e-06,1.533557e+05,1.533557e+02,2.776634e+00,3.470792e-01,1.000000e-09,10000,10,false,wrapper
2,sine,4095,SOR,sor,sor,,,,,omp,double,12,10000,8.710950e-03,1.754679e-06,3.510638e-06,1.534700e+05,1.534700e+02,2.774566e+00,2.312138e-01,1.000000e-09,10000,10,false,wrapper
2,sine,4095,SOR,sor,sor,,,,,omp,double,16,10000,8.710950e-03,1.754679e-06,3.510638e-06,1.814355e+05,1.814355e+02,2.346909e+00,1.466818e-01,1.000000e-09,10000,10,false,wrapper
